x0,x1,x2,x3,x4,x5,x_mod_four_0,x_mod_four_1,x_mod_four_2,x_mod_four_3,x_mod_four_4,x_mod_four_5,x0_binary_one_count,x0_binary_zero_count,x0_binary_percent_one,x0_binary_percent_zero,x1_binary_one_count,x1_binary_zero_count,x1_binary_percent_one,x1_binary_percent_zero,x2_binary_one_count,x2_binary_zero_count,x2_binary_percent_one,x2_binary_percent_zero,x3_binary_one_count,x3_binary_zero_count,x3_binary_percent_one,x3_binary_percent_zero,x4_binary_one_count,x4_binary_zero_count,x4_binary_percent_one,x4_binary_percent_zero,x5_binary_one_count,x5_binary_zero_count,x5_binary_percent_one,x5_binary_percent_zero,x_mod_four_0_binary_one_count,x_mod_four_0_binary_zero_count,x_mod_four_0_binary_percent_one,x_mod_four_0_binary_percent_zero,x_mod_four_1_binary_one_count,x_mod_four_1_binary_zero_count,x_mod_four_1_binary_percent_one,x_mod_four_1_binary_percent_zero,x_mod_four_2_binary_one_count,x_mod_four_2_binary_zero_count,x_mod_four_2_binary_percent_one,x_mod_four_2_binary_percent_zero,x_mod_four_3_binary_one_count,x_mod_four_3_binary_zero_count,x_mod_four_3_binary_percent_one,x_mod_four_3_binary_percent_zero,x_mod_four_4_binary_one_count,x_mod_four_4_binary_zero_count,x_mod_four_4_binary_percent_one,x_mod_four_4_binary_percent_zero,x_mod_four_5_binary_one_count,x_mod_four_5_binary_zero_count,x_mod_four_5_binary_percent_one,x_mod_four_5_binary_percent_zero,collatz_average,x_mod_four_average
166.0,83.0,250.0,125.0,376.0,188.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,2.0,6.0,25.0,75.0,1.0,6.0,14.29,85.71,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,237.6,1.6
167.0,502.0,251.0,754.0,377.0,1132.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0,5.0,37.5,62.5,2.0,7.0,22.22,77.78,1.0,7.0,12.5,87.5,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,6.0,5.0,54.55,45.45,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,636.6,2.2
168.0,84.0,42.0,21.0,64.0,32.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,2.0,3.0,40.0,60.0,6.0,1.0,85.71,14.29,5.0,1.0,83.33,16.67,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,82.2,0.6
169.0,508.0,254.0,127.0,382.0,191.0,1.0,0.0,2.0,3.0,2.0,3.0,4.0,4.0,50.0,50.0,2.0,7.0,22.22,77.78,1.0,7.0,12.5,87.5,0.0,7.0,0.0,100.0,2.0,7.0,22.22,77.78,1.0,7.0,12.5,87.5,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,326.2,2.2
170.0,85.0,256.0,128.0,64.0,32.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,8.0,1.0,88.89,11.11,7.0,1.0,87.5,12.5,6.0,1.0,85.71,14.29,5.0,1.0,83.33,16.67,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,147.0,0.6
171.0,514.0,257.0,772.0,386.0,193.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,5.0,37.5,62.5,8.0,2.0,80.0,20.0,7.0,2.0,77.78,22.22,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,458.6,1.8
172.0,86.0,43.0,130.0,65.0,196.0,0.0,2.0,3.0,2.0,1.0,0.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,2.0,4.0,33.33,66.67,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,5.0,3.0,62.5,37.5,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,138.4,1.6
173.0,520.0,260.0,130.0,65.0,196.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,37.5,62.5,8.0,2.0,80.0,20.0,7.0,2.0,77.78,22.22,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,5.0,3.0,62.5,37.5,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,268.8,0.8
174.0,87.0,262.0,131.0,394.0,197.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,249.0,2.6
175.0,526.0,263.0,790.0,395.0,1186.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,6.0,25.0,75.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,7.0,4.0,63.64,36.36,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,667.0,3.0
176.0,88.0,44.0,22.0,11.0,34.0,0.0,0.0,0.0,2.0,3.0,2.0,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,2.0,3.0,40.0,60.0,1.0,3.0,25.0,75.0,4.0,2.0,66.67,33.33,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,75.0,1.4
177.0,532.0,266.0,133.0,400.0,200.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,50.0,50.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,341.6,0.8
178.0,89.0,268.0,134.0,67.0,202.0,2.0,1.0,0.0,2.0,3.0,2.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,4.0,4.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,187.6,2.0
179.0,538.0,269.0,808.0,404.0,202.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,480.0,1.6
180.0,90.0,45.0,136.0,68.0,34.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,2.0,4.0,33.33,66.67,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,4.0,2.0,66.67,33.33,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,110.6,1.0
181.0,544.0,272.0,136.0,68.0,34.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,37.5,62.5,8.0,2.0,80.0,20.0,7.0,2.0,77.78,22.22,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,4.0,2.0,66.67,33.33,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,247.0,0.6
182.0,91.0,274.0,137.0,412.0,206.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,260.4,2.0
183.0,550.0,275.0,826.0,413.0,1240.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,6.0,25.0,75.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,6.0,5.0,54.55,45.45,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,697.4,2.2
184.0,92.0,46.0,23.0,70.0,35.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,2.0,4.0,33.33,66.67,1.0,4.0,20.0,80.0,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,90.0,2.0
185.0,556.0,278.0,139.0,418.0,209.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,357.0,1.8
186.0,93.0,280.0,140.0,70.0,35.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,160.8,1.6
187.0,562.0,281.0,844.0,422.0,211.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,6.0,25.0,75.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,501.4,2.2
188.0,94.0,47.0,142.0,71.0,214.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,1.0,5.0,16.67,83.33,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,3.0,5.0,37.5,62.5,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,151.2,2.4
189.0,568.0,284.0,142.0,71.0,214.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,6.0,25.0,75.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,3.0,5.0,37.5,62.5,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,293.6,1.6
190.0,95.0,286.0,143.0,430.0,215.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,25.0,75.0,1.0,6.0,14.29,85.71,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,3.0,6.0,33.33,66.67,2.0,6.0,25.0,75.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,271.8,3.0
191.0,574.0,287.0,862.0,431.0,1294.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,7.0,12.5,87.5,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,3.0,7.0,30.0,70.0,2.0,7.0,22.22,77.78,6.0,5.0,54.55,45.45,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,727.8,3.0
192.0,96.0,48.0,24.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,4.0,2.0,66.67,33.33,3.0,2.0,60.0,40.0,2.0,2.0,50.0,50.0,1.0,2.0,33.33,66.67,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,75.6,0.4
193.0,580.0,290.0,145.0,436.0,218.0,1.0,0.0,2.0,1.0,0.0,2.0,5.0,3.0,62.5,37.5,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,372.4,1.2
194.0,97.0,292.0,146.0,73.0,220.0,2.0,1.0,0.0,2.0,1.0,0.0,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,5.0,37.5,62.5,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,204.4,1.2
195.0,586.0,293.0,880.0,440.0,220.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,50.0,50.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,522.8,1.2
196.0,98.0,49.0,148.0,74.0,37.0,0.0,2.0,1.0,0.0,2.0,1.0,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,120.4,1.2
197.0,592.0,296.0,148.0,74.0,37.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,50.0,50.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,268.8,0.8
198.0,99.0,298.0,149.0,448.0,224.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,283.2,1.6
199.0,598.0,299.0,898.0,449.0,1348.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0,5.0,37.5,62.5,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,7.0,4.0,63.64,36.36,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,758.2,2.2
200.0,100.0,50.0,25.0,76.0,38.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,2.0,3.0,40.0,60.0,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,97.8,1.0
201.0,604.0,302.0,151.0,454.0,227.0,1.0,0.0,2.0,3.0,2.0,3.0,4.0,4.0,50.0,50.0,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,387.8,2.2
202.0,101.0,304.0,152.0,76.0,38.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,174.6,1.0
203.0,610.0,305.0,916.0,458.0,229.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,544.2,1.8
204.0,102.0,51.0,154.0,77.0,232.0,0.0,2.0,3.0,2.0,1.0,0.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,2.0,4.0,33.33,66.67,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,4.0,4.0,50.0,50.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,164.0,1.6
205.0,616.0,308.0,154.0,77.0,232.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,4.0,4.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,318.4,0.8
206.0,103.0,310.0,155.0,466.0,233.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,294.6,2.6
207.0,622.0,311.0,934.0,467.0,1402.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,6.0,25.0,75.0,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,4.0,7.0,36.36,63.64,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,788.6,3.0
208.0,104.0,52.0,26.0,13.0,40.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,2.0,3.0,40.0,60.0,1.0,3.0,25.0,75.0,4.0,2.0,66.67,33.33,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,88.6,0.6
209.0,628.0,314.0,157.0,472.0,236.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,50.0,50.0,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,403.2,0.8
210.0,105.0,316.0,158.0,79.0,238.0,2.0,1.0,0.0,2.0,3.0,2.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,2.0,6.0,25.0,75.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,221.2,2.0
211.0,634.0,317.0,952.0,476.0,238.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,37.5,62.5,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,2.0,6.0,25.0,75.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,565.6,1.6
212.0,106.0,53.0,160.0,80.0,40.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,2.0,4.0,33.33,66.67,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,4.0,2.0,66.67,33.33,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,130.2,0.6
213.0,640.0,320.0,160.0,80.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,37.5,62.5,8.0,2.0,80.0,20.0,7.0,2.0,77.78,22.22,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,4.0,2.0,66.67,33.33,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,290.6,0.2
214.0,107.0,322.0,161.0,484.0,242.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,306.0,2.0
215.0,646.0,323.0,970.0,485.0,1456.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,6.0,25.0,75.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,6.0,5.0,54.55,45.45,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,819.0,2.2
216.0,108.0,54.0,27.0,82.0,41.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,2.0,4.0,33.33,66.67,1.0,4.0,20.0,80.0,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,105.6,1.6
217.0,652.0,326.0,163.0,490.0,245.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,3.0,6.0,33.33,66.67,2.0,6.0,25.0,75.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,418.6,1.8
218.0,109.0,328.0,164.0,82.0,41.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,188.4,1.2
